id,text,category,intent_hint,created_at
CS-00795,I need to verify my account to sign in on my laptop and phone.,Account Access,change_email,2025-08-26 09:10:26.355576
CS-00796,Is there an outage in Perth? since this morning?,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-00797,Do you have coverage in Darwin? since this morning.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-00798,Do you support international roaming? after the latest update.,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-00799,Please help me update my registered security after the latest update.,Account Access,update_phone,2025-08-26 09:10:26.355576
CS-00800,I need to reactivate my account for my account.,Account Access,login,2025-08-26 09:10:26.355576
CS-00801,Wi‑Fi keeps dropping on multiple devices this week.,Technical Issue,slow_speed,2025-08-26 09:10:26.355576
CS-00802,What are the contract terms—month‑to‑month or annual? for my account.,General Inquiry,data_limits,2025-08-26 09:10:26.355576
CS-00803,I want to know about your plans today.,General Inquiry,student_discount,2025-08-26 09:10:26.355576
CS-00804,How do business accounts work for teams? for my account?,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-00805,Is there a free trial I can test first? this week.,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-00806,What are the prices and data limits for each plan? since this morning.,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-00807,Wi‑Fi keeps dropping on multiple devices since this morning?,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-00808,What are the contract terms—month‑to‑month or annual? — any quick fix?,General Inquiry,trial,2025-08-26 09:10:26.355576
CS-00809,The app crashes when I try to open settings?,Technical Issue,dns_issue,2025-08-26 09:10:26.355576
CS-00810,Is there an outage in Sydney? thanks.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-00811,Certain ports appear to be blocked on my network since this morning.,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-00812,Is there a free trial I can test first? on my laptop and phone.,General Inquiry,trial,2025-08-26 09:10:26.355576
CS-00813,Do you offer a student discount? thanks?,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-00814,High latency during video calls since yesterday — please advise.,Technical Issue,latency,2025-08-26 09:10:26.355576
CS-00815,My promo code didn't apply at checkout,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-00816,Is there a free trial I can test first? — any quick fix?,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-00817,Is there an outage in Perth? — please advise?,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-00818,Speed is very slow compared to my plan — any quick fix?,Technical Issue,firmware_update,2025-08-26 09:10:26.355576
CS-00819,I was charged twice for my subscription this week.,Billing,refund,2025-08-26 09:10:26.355576
CS-00820,How do I update my card details? since this morning.,Billing,cancel_subscription,2025-08-26 09:10:26.355576
CS-00821,How can I change my email address? this week.,Account Access,locked_out,2025-08-26 09:10:26.355576
CS-00822,Wi‑Fi keeps dropping on multiple devices asap please?,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-00823,Payment failed but the money was deducted thanks.,Billing,update_card,2025-08-26 09:10:26.355576
CS-00824,How do I update my card details? for my account.,Billing,credit_note,2025-08-26 09:10:26.355576
CS-00825,My 2FA isn't working and I can't sign in since this morning.,Account Access,update_phone,2025-08-26 09:10:26.355576
CS-00826,I want to cancel my subscription before renewal today.,Billing,refund,2025-08-26 09:10:26.355576
CS-00827,How do I reset my security? — any quick fix?,Account Access,signup_problem,2025-08-26 09:10:26.355576
CS-00828,why does my session keep expiring so fast? for my account.,Account Access,locked_out,2025-08-26 09:10:26.355576
CS-00829,When does my billing cycle start and end? thanks.,Billing,invoice_copy,2025-08-26 09:10:26.355576
CS-00830,Which features are included in the standard plan? on my laptop and phone.,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-00831,Forgot my password and need access — please advise.,Account Access,security_alert,2025-08-26 09:10:26.355576
CS-00832,My 2FA isn't working and I can't sign in for my account.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-00833,I'm getting error code E401 on login on my laptop and phone.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-00834,I want to cancel my subscription before renewal — any quick fix?,Billing,refund,2025-08-26 09:10:26.355576
CS-00835,Why does my session keep expiring so fast? thanks.,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-00836,my router keeps disconnecting every few minutes thanks.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-00837,how do i change my plan without extra charges? after the latest update.,Billing,invoice_copy,2025-08-26 09:10:26.355576
CS-00838,Please help me update my registered password for my account.,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-00839,How do business accounts work for teams?,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-00840,When does my billing cycle start and end? thanks?,Billing,cancel_subscription,2025-08-26 09:10:26.355576
CS-00841,My promo code didn't apply at checkout — please advise.,Billing,overcharged,2025-08-26 09:10:26.355576
CS-00842,I got locked out after too many attempts after the latest update.,Account Access,security_alert,2025-08-26 09:10:26.355576
CS-00843,How can I change my email address? for my account.,Account Access,signup_problem,2025-08-26 09:10:26.355576
CS-00844,I want to cancel my subscription before renewal since this morning.,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-00845,Do you offer a student discount? asap please.,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-00846,Speed is very slow compared to my plan since this morning.,Technical Issue,internet_down,2025-08-26 09:10:26.355576
CS-00847,Is service available at my address in Perth? thanks.,General Inquiry,features,2025-08-26 09:10:26.355576
CS-00848,I need to reactivate my account this week.,Account Access,login,2025-08-26 09:10:26.355576
CS-00849,how do i change my plan without extra charges? — please advise.,Billing,tax_invoice,2025-08-26 09:10:26.355576
CS-00850,Certain ports appear to be blocked on my network,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-00851,Is there an outage in Darwin? — any quick fix?,Technical Issue,error_code,2025-08-26 09:10:26.355576
CS-00852,I want to know about your plans for my account.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-00853,Login keeps failing with an 'invalid credentials' message for my account.,Account Access,change_email,2025-08-26 09:10:26.355576
CS-00854,Which features are included in the standard plan? for my account.,General Inquiry,features,2025-08-26 09:10:26.355576
CS-00855,i want to cancel my subscription before renewal,Billing,plan_change,2025-08-26 09:10:26.355576
CS-00856,I was charged twice for my subscription for my account.,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-00857,I need to verify my account to sign in,Account Access,update_phone,2025-08-26 09:10:26.355576
CS-00858,i want to cancel my subscription before renewal — please advise.,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-00859,My router keeps disconnecting every few minutes for my account.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-00860,My router keeps disconnecting every few minutes for my account.,Technical Issue,dns_issue,2025-08-26 09:10:26.355576
CS-00861,How do business accounts work for teams? on my laptop and phone.,General Inquiry,trial,2025-08-26 09:10:26.355576
CS-00862,Certain ports appear to be blocked on my network this week.,Technical Issue,slow_speed,2025-08-26 09:10:26.355576
CS-00863,I want to deactivate my account,Account Access,change_email,2025-08-26 09:10:26.355576
CS-00864,I'm not receiving the OTP code — any quick fix?,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-00865,I want to cancel my subscription before renewal today.,Billing,refund,2025-08-26 09:10:26.355576
CS-00866,I want to deactivate my account on my laptop and phone.,Account Access,verify_account,2025-08-26 09:10:26.355576
CS-00867,Is there a free trial I can test first? — please advise.,General Inquiry,plans_prices,2025-08-26 09:10:26.355576
CS-00868,My promo code didn't apply at checkout after the latest update?,Billing,refund,2025-08-26 09:10:26.355576
CS-00869,Why does my session keep expiring so fast? this week?,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-00870,Which features are included in the standard plan? today.,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-00871,Please issue a refund for the mistaken charge on my laptop and phone?,Billing,plan_change,2025-08-26 09:10:26.355576
CS-00872,My phone number isn't working and I can't sign in — please advise.,Account Access,signup_problem,2025-08-26 09:10:26.355576
CS-00873,How do business accounts work for teams? — please advise.,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-00874,Please help me update my registered password — please advise.,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-00875,My invoice is incorrect for this month,Billing,credit_note,2025-08-26 09:10:26.355576
CS-00876,Can you provide a credit note for the overcharge?,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-00877,Do you support international roaming? on my laptop and phone.,General Inquiry,data_limits,2025-08-26 09:10:26.355576
CS-00878,Wi‑Fi keeps dropping on multiple devices on my laptop and phone.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-00879,Do you support international roaming? today.,General Inquiry,features,2025-08-26 09:10:26.355576
CS-00880,I'm not receiving the 2FA code thanks.,Account Access,change_email,2025-08-26 09:10:26.355576
CS-00881,How do business accounts work for teams? — any quick fix?,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-00882,How do I reset my username?,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-00883,Experiencing packet loss while gaming today.,Technical Issue,slow_speed,2025-08-26 09:10:26.355576
CS-00884,Speed is very slow compared to my plan — any quick fix?,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-00885,Forgot my phone number and need access thanks.,Account Access,verify_account,2025-08-26 09:10:26.355576
CS-00886,My promo code didn't apply at checkout thanks?,Billing,promo_code,2025-08-26 09:10:26.355576
CS-00887,How do I update the router firmware? on my laptop and phone.,Technical Issue,dns_issue,2025-08-26 09:10:26.355576
CS-00888,My promo code didn't apply at checkout — please advise.,Billing,cancel_subscription,2025-08-26 09:10:26.355576
CS-00889,How long does installation usually take? for my account.,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-00890,Wi‑Fi keeps dropping on multiple devices thanks.,Technical Issue,slow_speed,2025-08-26 09:10:26.355576
CS-00891,What are the prices and data limits for each plan? asap please.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-00892,Pages won't load—could it be a DNS problem? — any quick fix?,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-00893,How do I update the router firmware? today.,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-00894,Is there an outage in Darwin? asap please.,Technical Issue,internet_down,2025-08-26 09:10:26.355576
CS-00895,I want to cancel my subscription before renewal after the latest update.,Billing,plan_change,2025-08-26 09:10:26.355576
CS-00896,I want to know about your plans,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-00897,login keeps failing with an 'invalid credentials' message today.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
